@relation 'allData-weka.filters.unsupervised.attribute.Remove-R1-3,7,9-23,25-28-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 2 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 4 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute Unemployment_rate_2015 numeric
@attribute Median_Household_Income_2015 numeric
@attribute poverty_rate numeric
@attribute college_rate numeric
@attribute crime_rate_per_100000 numeric
@attribute cluster {cluster1,cluster2,cluster3,cluster4}

@data
0.18018,0.188727,0.314136,0.601648,0.240687,cluster4
0.126126,0.250558,0.287958,0.604396,0.165494,cluster4
0.130631,0.24252,0.251309,0.543956,0.201542,cluster1
0.184685,0.13042,0.468586,0.453297,0.15637,cluster2
0.247748,0.162068,0.410995,0.244505,0.090787,cluster2
0.175676,0.092266,0.502618,0.304945,0.208675,cluster2
0.175676,0.121711,0.429319,0.354396,0.218916,cluster2
0.243243,0.112236,0.52356,0.497253,0.116919,cluster2
0.261261,0.146797,0.494764,0.395604,0.279994,cluster2
0.171171,0.206318,0.26178,0.274725,0.166669,cluster1
0.157658,0.299934,0.287958,0.521978,0.256944,cluster1
0.184685,0.271887,0.217277,0.480769,0.227572,cluster1
0.324324,0.07652,0.664921,0.431319,0.283559,cluster2
0.243243,0.122556,0.489529,0.532967,0.108397,cluster2
0.216216,0.155098,0.560209,0.423077,0.292506,cluster2
0.301802,0.192435,0.327225,0.313187,0.087391,cluster1
0.252252,0.143827,0.384817,0.373626,0.115927,cluster2
0.189189,0.135196,0.455497,0.464286,0.312898,cluster2
0.153153,0.453915,0.230366,0.535714,0.090883,cluster3
0.189189,0.132517,0.623037,0.505495,0.096384,cluster2
0.283784,0.13672,0.45288,0.458791,0.367594,cluster2
0.216216,0.206512,0.332461,0.296703,0.155269,cluster1
0.198198,0.078423,0.696335,0.354396,0.384971,cluster2
0.166667,0.28942,0.219895,0.75,0.224403,cluster4
0.175676,0.096227,0.536649,0.335165,0.142864,cluster2
0.220721,0.219007,0.395288,0.417582,0.167876,cluster1
0.153153,0.272654,0.201571,0.618132,0.11193,cluster4
0.207207,0.137303,0.60733,0.313187,0.07578,cluster2
0.18018,0.252325,0.350785,0.535714,0.215251,cluster1
0.315315,0.176417,0.361257,0.760989,0,cluster4
0.198198,0.147263,0.363874,0.296703,0.091016,cluster1
0.130631,0.504738,0.146597,0.510989,0.051067,cluster3
0.193694,0.101043,0.863874,0.354396,0.219966,cluster2
0.45045,0.029581,0.638743,0.431319,0.036653,cluster2
0.261261,0.182873,0.484293,0.568681,0.321027,cluster2
0.234234,0.086927,0.526178,0.354396,0.295649,cluster2
0.148649,0.458255,0.196335,0.43956,0.147448,cluster3
0.220721,0.115343,0.403141,0.365385,0.23499,cluster2
0.207207,0.109285,0.45288,0.318681,0.215859,cluster2
0.144144,0.508106,0.141361,0.585165,0.031731,cluster3
0.220721,0.112722,0.437173,0.315934,0.120985,cluster2
0.157658,0.43079,0.175393,0.489011,0.092182,cluster3
0.202703,0.200619,0.371728,0.508242,0.209755,cluster1
0.225225,0.079617,0.625654,0.453297,0.265436,cluster2
0.166667,0.201328,0.269634,0.53022,0.128463,cluster1
0.148649,0.362125,0.191099,0.489011,0.027058,cluster3
0.225225,0.143361,0.52356,0.486264,0.25904,cluster2
0.189189,0.301924,0.358639,0.406593,0.330908,cluster1
0.297297,0.113751,0.455497,0.351648,0.178816,cluster2
0.256757,0.091538,0.657068,0.299451,0.163853,cluster2
0.265766,0.115576,0.594241,0.587912,0.519208,cluster2
0.202703,0.345116,0.240838,0.527473,0.153852,cluster3
0.22973,0.087772,0.473822,0.395604,0.354662,cluster2
0.130631,0.111838,0.465969,0.428571,0,cluster2
0.148649,0.391832,0.17801,0.532967,0.050213,cluster3
0.252252,0.12543,0.447644,0.25,0.210698,cluster2
0.310811,0.086189,0.492147,0.387363,0.34165,cluster2
0.171171,0.108644,0.507853,0.266484,0.066967,cluster2
0.198198,0.164088,0.303665,0.401099,0.199635,cluster1
0.153153,0.560103,0.08377,0.472527,0.043772,cluster3
0.220721,0.177038,0.363874,0.494505,0.199172,cluster1
0.121622,0.728035,0.073298,0.431319,0.047692,cluster3
0.202703,0.167582,0.408377,0.337912,0.091278,cluster2
0.189189,0.359367,0.314136,0.335165,0.461037,cluster1
0.189189,0.203998,0.280105,0.398352,0.124967,cluster1
0.220721,0.173174,0.287958,0.417582,0,cluster1
0.193694,0.227977,0.327225,0.56044,0.312196,cluster1
0.184685,0.210531,0.342932,0.417582,0.183153,cluster1
0.189189,0.131953,0.609948,0.39011,0.086096,cluster2
0.216216,0.198357,0.390052,0.28022,0.167538,cluster2
0.153153,0.377677,0.232984,0.489011,0.123452,cluster3
0.175676,0.208784,0.290576,0.42033,0.078615,cluster1
0.13964,0.307594,0.32199,0.434066,0.096303,cluster1
0.36036,0.052754,0.641361,0.282967,0.043994,cluster2
0.211712,0.177397,0.335079,0.417582,0.325089,cluster1
0.153153,0.417383,0.136126,0.662088,0.063213,cluster3
0.198198,0.161864,0.319372,0.483516,0.208337,cluster1
0.207207,0.180766,0.32199,0.324176,0.140016,cluster1
0.198198,0.413015,0.149215,0.568681,0.102817,cluster3
0.18018,0.32004,0.274869,0.678571,0.185183,cluster4
0.297297,0.120284,0.442408,0.516484,0.213104,cluster2
0.135135,0.322389,0.212042,0.489011,0.083188,cluster3
0.166667,0.228181,0.293194,0.417582,0.155911,cluster1
0.220721,0.129041,0.376963,0.480769,0.30126,cluster1
0.324324,0.088626,0.52356,0.28022,0.170967,cluster2
0.292793,0.068248,0.667539,0.296703,0,cluster2
0.234234,0.076695,0.565445,0.43956,0.137124,cluster2
0.166667,0.290109,0.230366,0.502747,0.046879,cluster1
0.265766,0.187203,0.390052,0.502747,0.18333,cluster1
0.220721,0.142924,0.379581,0.598901,0.187657,cluster1
0.256757,0.136555,0.505236,0.302198,0.189504,cluster2
0.157658,0.444071,0.151832,0.645604,0.1766,cluster3
0.202703,0.162301,0.390052,0.78022,0.214914,cluster4
0.220721,0.157224,0.39267,0.425824,0.215987,cluster1
0.184685,0.190746,0.327225,0.598901,0.087277,cluster1
0.184685,0.143729,0.552356,0.565934,0.177914,cluster2
0.162162,0.244714,0.277487,0.464286,0.146196,cluster1
0.292793,0.130594,0.554974,0.348901,0.03364,cluster2
0.211712,0.154127,0.439791,0.57967,0.0996,cluster1
0.333333,0.075743,0.628272,0.401099,0.107552,cluster2
0.166667,0.173204,0.248691,0.403846,0.087513,cluster1
0.297297,0.1201,0.455497,0.398352,0.025835,cluster2
0.279279,0.145351,0.405759,0.381868,0.15244,cluster2
0.162162,0.120993,0.450262,0.412088,0.159923,cluster2
0.220721,0.109168,0.513089,0.318681,0.162241,cluster2
0.18018,0.292954,0.232984,0.373626,0.080653,cluster1
0.310811,0.135206,0.450262,0.335165,0.018558,cluster2
0.166667,0.273644,0.230366,0.387363,0.100428,cluster1
0.252252,0.196571,0.306283,0.315934,0.130744,cluster1
0.252252,0.183815,0.447644,0.637363,0.273758,cluster1
0.220721,0.274576,0.253927,0.568681,0.202633,cluster4
0.117117,0.519164,0.070681,0.428571,0.065584,cluster3
0.166667,0.199348,0.293194,0.398352,0.23015,cluster1
0.153153,0.386036,0.117801,0.516484,0.083924,cluster3
0.274775,0.182815,0.403141,0.623626,0.367701,cluster1
0.157658,0.324204,0.196335,0.442308,0.107518,cluster3
0.198198,0.162651,0.408377,0.409341,0.179746,cluster1
0.175676,0.323661,0.175393,0.557692,0.034493,cluster3
0.216216,0.160263,0.384817,0.348901,0.238483,cluster1
0.216216,0.158389,0.437173,0.379121,0.188559,cluster2
0.283784,0.208036,0.306283,0.456044,0.297676,cluster1
0.22973,0.068219,0.531414,0.392857,0.306484,cluster2
0.220721,0.174165,0.264398,0.406593,0.106555,cluster1
0.328829,0.073889,0.463351,0.315934,0.069784,cluster2
0.252252,0.174038,0.492147,0.557692,0.253876,cluster2
0.211712,0.277809,0.287958,0.494505,0.199668,cluster1
0.216216,0.182931,0.340314,0.458791,0.065793,cluster1
0.292793,0.126371,0.507853,0.387363,0.137158,cluster2
0.283784,0.084665,0.460733,0.434066,0.205872,cluster2
0.279279,0.178203,0.413613,0.417582,0.30512,cluster2
0.211712,0.151535,0.384817,0.39011,0.212933,cluster1
0.22973,0.059055,0.787958,0.090659,0.02853,cluster2
0.292793,0.105897,0.63089,0.403846,0.419898,cluster2
0.265766,0.103062,0.468586,0.266484,0.086437,cluster2
0.27027,0.058812,0.641361,0.101648,0.098304,cluster2
0.198198,0.138526,0.505236,0.365385,0.034978,cluster2
0.333333,0.088801,0.507853,0.453297,0.151641,cluster2
0.310811,0.080141,0.651832,0.096154,0.151357,cluster2
0.252252,0.091723,0.735602,0.436813,0.2103,cluster2
0.243243,0.170427,0.403141,0.489011,0.190287,cluster1
0.193694,0.165951,0.544503,0.491758,0.307512,cluster2
0.310811,0.117071,0.465969,0.357143,0.157551,cluster2
0.274775,0.163952,0.280105,0.546703,0.077714,cluster1
0.301802,0.089238,0.515707,0.258242,0.033256,cluster2
0.193694,0.178582,0.353403,0.497253,0.176172,cluster1
0.225225,0.118663,0.510471,0.414835,0.329306,cluster2
0.328829,0.12807,0.5,0.233516,0.085538,cluster2
0.157658,0.193076,0.222513,0.57967,0.046576,cluster4
0.243243,0.145331,0.421466,0.486264,0.100827,cluster2
0.189189,0.187902,0.34555,0.458791,0.121921,cluster1
0.162162,0.334136,0.201571,0.56044,0.167241,cluster3
0.211712,0.120148,0.565445,0.447802,0.228159,cluster2
0.27027,0.0918,0.5,0.134615,0.351409,cluster2
0.234234,0.13208,0.473822,0.335165,0.137647,cluster2
0.243243,0.1803,0.356021,0.425824,0.372928,cluster1
0.342342,0.125002,0.426702,0.285714,0.020524,cluster2
0.40991,0.077976,0.717277,0.137363,0.070557,cluster2
0.153153,0.200998,0.246073,0.604396,0.104392,cluster4
0.207207,0.22355,0.267016,0.39011,0.147444,cluster1
0.27027,0.093063,0.552356,0.217033,0.124562,cluster2
0.243243,0.10812,0.405759,0.252747,0.295464,cluster2
0.247748,0.147652,0.366492,0.307692,0.065081,cluster2
0.211712,0.161796,0.384817,0.351648,0.146776,cluster1
0.117117,0.310856,0.350785,0.582418,0.123117,cluster4
0.072072,0.520843,0.15445,0.56044,0.132554,cluster3
0.099099,0.458498,0.164921,0.60989,0.168586,cluster3
0.085586,0.444537,0.162304,0.626374,0.143165,cluster3
0.085586,0.344999,0.206806,0.67033,0.115235,cluster4
0.265766,0.165515,0.253927,0.554945,0.014578,cluster1
0.099099,0.198086,0.455497,0.747253,0.131383,cluster4
0.121622,0.246733,0.219895,0.651099,0.046949,cluster4
0.216216,0.179349,0.327225,0.563187,0.154256,cluster1
0.103604,0.259694,0.227749,0.739011,0.082554,cluster4
0.081081,0.411413,0.115183,0.494505,0.183143,cluster3
0.207207,0.289634,0.227749,0.821429,0.123187,cluster4
0.189189,0.2056,0.269634,0.755495,0.056216,cluster4
0.076577,0.30206,0.225131,0.686813,0.104323,cluster4
0.166667,0.183572,0.259162,0.667582,0.05656,cluster4
0.121622,0.202765,0.253927,0.71978,0.105609,cluster4
0.076577,0.226288,0.149215,0.81044,0.053554,cluster4
0.144144,0.21058,0.298429,0.604396,0.12094,cluster4
0.103604,0.331272,0.151832,0.692308,0.106558,cluster4
0.072072,0.243073,0.301047,0.653846,0.081322,cluster4
0.09009,0.167019,0.23822,0.337912,0,cluster1
0.283784,0.1916,0.243455,0.662088,0.078074,cluster4
0.220721,0.222385,0.222513,0.480769,0.013133,cluster1
0.135135,0.209842,0.251309,0.818681,0.134338,cluster4
0.063063,0.301021,0.13089,0.741758,0.043414,cluster4
0.085586,0.25883,0.232984,0.634615,0.064753,cluster4
0.157658,0.205066,0.26178,0.598901,0.090297,cluster4
0.076577,0.252956,0.209424,0.467033,0.103614,cluster1
0.202703,0.1773,0.269634,0.585165,0.076178,cluster1
0.072072,0.297662,0.146597,0.700549,0.037321,cluster4
0.067568,0.234355,0.269634,0.513736,0.16111,cluster1
0.148649,0.252121,0.269634,0.799451,0.164783,cluster4
0.076577,0.227812,0.382199,0.513736,0.083534,cluster1
0.238739,0.166913,0.298429,0.681319,0.079596,cluster4
0.18018,0.182455,0.277487,0.760989,0.028603,cluster4
0.121622,0.225948,0.227749,0.475275,0.083994,cluster1
0.040541,0.147283,0.586387,0.917582,0.044703,cluster4
0.085586,0.218774,0.301047,0.637363,0.066001,cluster4
0.085586,0.272266,0.225131,0.711538,0.08668,cluster4
0.081081,0.234384,0.17801,0.815934,0.013054,cluster4
0.135135,0.163524,0.358639,0.480769,0.11188,cluster1
0.144144,0.209745,0.26178,0.714286,0.130809,cluster4
0.130631,0.20494,0.212042,0.384615,0.079523,cluster1
0.27027,0.141768,0.384817,0.675824,0.145116,cluster4
0.076577,0.340941,0.128272,0.519231,0.032586,cluster3
0.085586,0.222366,0.246073,0.755495,0.152147,cluster4
0.198198,0.280372,0.151832,0.648352,0.180087,cluster4
0.184685,0.152399,0.287958,0.634615,0.022447,cluster4
0.13964,0.236588,0.225131,0.620879,0.169581,cluster4
0.328829,0.097354,0.52356,0.615385,0.928965,cluster2
0.153153,0.26515,0.240838,0.5,0.015971,cluster1
0.211712,0.383356,0.151832,0.527473,0.004137,cluster3
0.081081,0.297284,0.272251,0.508242,0.113885,cluster1
0.207207,0.275528,0.209424,0.585165,0.077014,cluster4
0.220721,0.273916,0.170157,0.574176,0,cluster4
0.162162,0.267344,0.149215,0.538462,0.026199,cluster4
0.171171,0.230598,0.180628,0.379121,0.125646,cluster1
0.148649,0.271042,0.418848,0.458791,0.312658,cluster1
0.211712,0.25384,0.198953,0.505495,0.068335,cluster1
0.198198,0.269945,0.225131,0.618132,0.127595,cluster4
0.234234,0.200794,0.232984,0.637363,0.020567,cluster4
0.121622,0.399355,0.10733,0.675824,0.070662,cluster3
0.189189,0.191435,0.424084,0.620879,0.152767,cluster1
0.198198,0.329563,0.342932,0.39011,0.332957,cluster1
0.184685,0.261752,0.204188,0.692308,0.137328,cluster4
0.153153,0.277761,0.183246,0.714286,0.117331,cluster4
0.166667,0.329884,0.308901,0.673077,0.144383,cluster4
0.166667,0.30971,0.167539,0.634615,0.033985,cluster4
0.13964,0.294342,0.146597,0.508242,0.13469,cluster3
0.130631,0.570083,0.102094,0.417582,0.052803,cluster3
0.198198,0.26612,0.219895,0.513736,0.177105,cluster1
0.184685,0.246927,0.167539,0.799451,0.133822,cluster4
0.135135,0.293022,0.136126,0.615385,0.058558,cluster4
0.211712,0.183912,0.340314,0.497253,0.096126,cluster1
0.162162,0.29374,0.164921,0.612637,0.177513,cluster4
0.279279,0.199348,0.342932,0.741758,0.199289,cluster4
0.256757,0.211201,0.253927,0.67033,0.098262,cluster4
0.216216,0.174,0.295812,0.651099,0,cluster4
0.193694,0.204347,0.28534,0.587912,0.159685,cluster4
0.22973,0.476031,0.096859,0.620879,0.036663,cluster3
0.162162,0.223599,0.193717,0.741758,0,cluster4
0.193694,0.245801,0.204188,0.620879,0.005995,cluster4
0.297297,0.157602,0.34555,0.711538,0.226899,cluster4
0.184685,0.237462,0.162304,0.513736,0.311351,cluster1
0.193694,0.350358,0.167539,0.615385,0.068272,cluster4
0.171171,0.261558,0.227749,0.574176,0.038509,cluster4
0.166667,0.133186,0.460733,0.549451,0.323735,cluster1
0.198198,0.288469,0.180628,0.590659,0.162897,cluster4
0.220721,0.228783,0.293194,0.700549,0.353791,cluster4
0.202703,0.300662,0.170157,0.67033,0.096124,cluster4
0.162162,0.274809,0.123037,0.521978,0.079695,cluster3
0.297297,0.232452,0.219895,0.675824,0.132059,cluster4
0.175676,0.462187,0.183246,0.445055,0.090903,cluster3
0.220721,0.294478,0.272251,0.642857,0.172209,cluster4
0.153153,0.639565,0.031414,0.626374,0.068733,cluster3
0.189189,0.20292,0.306283,0.590659,0.168232,cluster1
0.157658,0.575365,0.143979,0.370879,0.084299,cluster3
0.22973,0.285634,0.219895,0.634615,0.057702,cluster4
0.234234,0.197794,0.293194,0.607143,0.043813,cluster4
0.157658,0.288207,0.204188,0.593407,0.05443,cluster4
0.157658,0.316292,0.209424,0.563187,0.127139,cluster4
0.162162,0.342669,0.21466,0.664835,0.143402,cluster4
0.189189,0.189882,0.431937,0.483516,0.111731,cluster1
0.162162,0.559375,0.117801,0.604396,0.058452,cluster3
0.135135,0.416209,0.196335,0.381868,0.178613,cluster3
0.22973,0.246665,0.348168,0.552198,0.215498,cluster1
0.202703,0.267615,0.232984,0.631868,0.09999,cluster4
0.184685,0.291973,0.232984,0.631868,0.126549,cluster4
0.220721,0.195367,0.342932,0.725275,0.164715,cluster4
0.211712,0.298196,0.159686,0.637363,0.101019,cluster4
0.234234,0.202406,0.225131,0.563187,0.20758,cluster1
0.243243,0.181096,0.280105,0.67033,0.222134,cluster4
0.126126,0.405918,0.149215,0.565934,0.008853,cluster3
0.198198,0.340174,0.141361,0.623626,0.137974,cluster4
0.112613,0.551347,0.034031,0.587912,0.024992,cluster3
0.256757,0.224375,0.293194,0.535714,0.184419,cluster1
0.144144,0.217123,0.246073,0.423077,0.128899,cluster1
0.112613,0.350281,0.099476,0.56044,0.037513,cluster3
0.193694,0.333709,0.157068,0.64011,0.024501,cluster4
0.225225,0.299856,0.293194,0.576923,0.337022,cluster4
0.238739,0.230123,0.282723,0.623626,0.094336,cluster4
0.144144,0.409957,0.062827,0.571429,0.088292,cluster3
0.148649,0.215638,0.240838,0.491758,0.013821,cluster1
0.225225,0.177232,0.293194,0.739011,0,cluster4
0.315315,0.118838,0.447644,0.601648,0.188909,cluster2
0.193694,0.365959,0.115183,0.651099,0.019239,cluster4
0.162162,0.264402,0.230366,0.519231,0.05599,cluster1
0.18018,0.198416,0.246073,0.623626,0.120698,cluster4
0.202703,0.267217,0.232984,0.629121,0.209182,cluster4
0.211712,0.267188,0.306283,0.681319,0.436471,cluster4
0.265766,0.174543,0.458115,0.75,0.190197,cluster4
0.148649,0.336844,0.293194,0.527473,0.456473,cluster1
0.18018,0.27014,0.198953,0.585165,0.052475,cluster4
0.175676,0.267751,0.164921,0.497253,0,cluster1
0.18018,0.259587,0.17801,0.546703,0.025229,cluster4
0.211712,0.263955,0.204188,0.568681,0.047235,cluster4
0.211712,0.228492,0.206806,0.706044,0.05492,cluster4
0.198198,0.338359,0.109948,0.637363,0.131782,cluster4
0.261261,0.207046,0.246073,0.568681,0.101559,cluster1
0.234234,0.211745,0.350785,0.576923,0.315389,cluster1
0.171171,0.275033,0.17801,0.826923,0.114813,cluster4
0.153153,0.226152,0.232984,0.563187,0.23611,cluster4
0.085586,0.331291,0.109948,0.659341,0.158358,cluster4
0.225225,0.243685,0.196335,0.741758,0.171321,cluster4
0.175676,0.230025,0.246073,0.758242,0.149587,cluster4
0.193694,0.219104,0.206806,0.681319,0.101802,cluster4
0.198198,0.518407,0.123037,0.521978,0.093574,cluster3
0.193694,0.240607,0.282723,0.739011,0.196786,cluster4
0.22973,0.263383,0.272251,0.568681,0.477084,cluster1
0.144144,0.440159,0.081152,0.585165,0.032681,cluster3
0.09009,0.255878,0.198953,0.403846,0.012897,cluster1
0.126126,0.263315,0.282723,0.590659,0.159257,cluster4
0.081081,0.317321,0.201571,0.417582,0.093956,cluster3
0.121622,0.27047,0.164921,0.423077,0.076382,cluster1
0.189189,0.162292,0.232984,0.398352,0.044711,cluster1
0.085586,0.507436,0.052356,0.343407,0.019377,cluster3
0.135135,0.30005,0.162304,0.5,0.007429,cluster3
0.112613,0.287906,0.123037,0.5,0.036117,cluster3
0.126126,0.220191,0.209424,0.453297,0.029017,cluster1
0.121622,0.278819,0.146597,0.596154,0.331053,cluster4
0.157658,0.252927,0.198953,0.436813,0.04164,cluster1
0.099099,0.26647,0.17801,0.39011,0.144104,cluster1
0.189189,0.17899,0.324607,0.318681,0.02627,cluster1
0.09009,0.23421,0.246073,0.343407,0.089542,cluster1
0.148649,0.399967,0.115183,0.546703,0.030192,cluster3
0.103604,0.278925,0.212042,0.428571,0.070081,cluster1
0.103604,0.286275,0.151832,0.524725,0.038252,cluster3
0.175676,0.172213,0.468586,0.508242,0.146297,cluster1
0.072072,0.334369,0.091623,0.436813,0.034251,cluster3
0.094595,0.264286,0.259162,0.395604,0.226484,cluster1
0.216216,0.190707,0.277487,0.450549,0.002339,cluster1
0.112613,0.33467,0.17801,0.543956,0.105395,cluster3
0.184685,0.273906,0.180628,0.508242,0.013224,cluster1
0.148649,0.294827,0.138743,0.376374,0.019451,cluster3
0.135135,0.279265,0.175393,0.467033,0.040934,cluster3
0.09009,0.296963,0.162304,0.631868,0.081351,cluster4
0.162162,0.165913,0.319372,0.445055,0.083149,cluster1
0.22973,0.243267,0.246073,0.53022,0.028939,cluster1
0.072072,0.669378,0.034031,0.354396,0.018809,cluster3
0.108108,0.460002,0.054974,0.576923,0.036644,cluster3
0.126126,0.299254,0.172775,0.508242,0.041322,cluster3
0.09009,0.491078,0.044503,0.549451,0.05476,cluster3
0.157658,0.243287,0.253927,0.442308,0.023894,cluster1
0.144144,0.237811,0.32199,0.587912,0.149017,cluster4
0.117117,0.254441,0.164921,0.464286,0.071288,cluster1
0.099099,0.219502,0.191099,0.357143,0.136088,cluster1
0.18018,0.362125,0.123037,0.505495,0.02507,cluster3
0.144144,0.191756,0.256545,0.384615,0.083719,cluster1
0.135135,0.24219,0.206806,0.5,0.005158,cluster1
0.148649,0.224773,0.198953,0.401099,0.215382,cluster1
0.103604,0.440382,0.102094,0.502747,0.129219,cluster3
0.126126,0.193426,0.350785,0.645604,0.029406,cluster4
0.103604,0.30341,0.149215,0.428571,0.097345,cluster3
0.085586,0.327826,0.104712,0.239011,0.038186,cluster3
0.225225,0.269101,0.327225,0.549451,0.23141,cluster1
0.202703,0.237918,0.282723,0.516484,0.091768,cluster1
0.211712,0.232957,0.227749,0.527473,0.132681,cluster1
0.175676,0.21524,0.314136,0.527473,0.145837,cluster1
0.148649,0.179727,0.445026,0.464286,0.604638,cluster1
0.108108,0.260373,0.157068,0.395604,0.063967,cluster1
0.108108,0.240986,0.219895,0.450549,0.04394,cluster1
0.153153,0.233715,0.246073,0.513736,0.064852,cluster1
0.13964,0.217919,0.5,0.376374,0.144732,cluster2
0.099099,0.257568,0.193717,0.461538,0.090626,cluster1
0.130631,0.344465,0.175393,0.538462,0.02559,cluster3
0.18018,0.246801,0.188482,0.423077,0.043575,cluster1
0.112613,0.281362,0.133508,0.480769,0.032846,cluster3
0.166667,0.293993,0.138743,0.373626,0,cluster3
0.189189,0.17498,0.26178,0.376374,0.093133,cluster1
0.202703,0.202289,0.272251,0.486264,0.010529,cluster1
0.171171,0.201377,0.298429,0.549451,0.03244,cluster1
0.130631,0.235889,0.204188,0.321429,0.025679,cluster1
0.112613,0.237171,0.159686,0.456044,0.074798,cluster1
0.162162,0.41916,0.201571,0.521978,0.058632,cluster3
0.099099,0.343708,0.136126,0.601648,0.021896,cluster3
0.121622,0.238442,0.235602,0.472527,0.120128,cluster1
0.148649,0.301109,0.21466,0.508242,0.025294,cluster1
0.144144,0.178834,0.340314,0.486264,0.013065,cluster1
0.157658,0.278227,0.151832,0.398352,0.047127,cluster1
0.112613,0.25315,0.235602,0.332418,0.045945,cluster1
0.144144,0.23287,0.332461,0.480769,0.1904,cluster1
0.162162,0.196202,0.251309,0.461538,0.155967,cluster1
0.117117,0.308186,0.185864,0.464286,0.024952,cluster3
0.103604,0.325777,0.128272,0.521978,0.02398,cluster3
0.184685,0.244762,0.23822,0.464286,0.064952,cluster1
0.094595,0.294128,0.138743,0.552198,0.024363,cluster3
0.198198,0.214017,0.277487,0.521978,0.028923,cluster1
0.144144,0.227657,0.253927,0.475275,0.015905,cluster1
0.108108,0.2648,0.379581,0.46978,0.168798,cluster1
0.099099,0.324234,0.109948,0.46978,0.057052,cluster3
0.121622,0.215094,0.183246,0.423077,0,cluster1
0.112613,0.203182,0.335079,0.546703,0.172581,cluster1
0.238739,0.208551,0.196335,0.552198,0.073805,cluster1
0.193694,0.162525,0.405759,0.546703,0.127798,cluster1
0.135135,0.245898,0.183246,0.425824,0.006898,cluster1
0.13964,0.338563,0.141361,0.409341,0.026526,cluster3
0.103604,0.422956,0.089005,0.574176,0.148081,cluster3
0.153153,0.200027,0.230366,0.395604,0.060263,cluster1
0.157658,0.184018,0.340314,0.456044,0.165209,cluster1
0.094595,0.321273,0.133508,0.546703,0.014044,cluster3
0.103604,0.266742,0.157068,0.502747,0.095796,cluster3
0.103604,0.322777,0.094241,0.513736,0.023465,cluster3
0.067568,0.278013,0.185864,0.57967,0.037342,cluster4
0.045045,0.245306,0.188482,0.744505,0.21496,cluster4
0.144144,0.241365,0.149215,0.513736,0.047261,cluster1
0.144144,0.175951,0.280105,0.64011,0.184664,cluster4
0.099099,0.272353,0.141361,0.604396,0.038007,cluster4
0.099099,0.410005,0.10733,0.64011,0.028229,cluster3
0.130631,0.266402,0.253927,0.53022,0.239978,cluster1
0.058559,0.340912,0.112565,0.673077,0.1651,cluster4
0.081081,0.411636,0.099476,0.585165,0.108779,cluster3
0.112613,0.319923,0.146597,0.582418,0.021283,cluster3
0.085586,0.282479,0.225131,0.483516,0.165509,cluster1
0.121622,0.311176,0.125654,0.684066,0,cluster4
0.117117,0.255441,0.193717,0.703297,0.016866,cluster4
0.040541,0.346397,0.112565,0.557692,0.021673,cluster3
0.085586,0.223492,0.225131,0.447802,0.098492,cluster1
0.076577,0.361396,0.081152,0.623626,0.060679,cluster3
0.099099,0.265169,0.196335,0.777473,0.064032,cluster4
0.157658,0.2911,0.143979,0.681319,0.102778,cluster4
0.126126,0.336534,0.102094,0.552198,0.036233,cluster3
0.108108,0.257558,0.172775,0.516484,0.059843,cluster3
0.085586,0.288236,0.183246,0.706044,0.020303,cluster4
0.108108,0.249539,0.167539,0.524725,0.043957,cluster4
0.148649,0.29174,0.225131,0.664835,0.257006,cluster4
0.112613,0.280955,0.269634,0.461538,0.022406,cluster1
0.04955,0.567802,0.041885,0.5,0.080744,cluster3
0.121622,0.261703,0.191099,0.554945,0.038087,cluster4
0.067568,0.160476,0.390052,0.475275,0.006859,cluster1
0.072072,0.353047,0.149215,0.538462,0.089113,cluster3
0.135135,0.264363,0.251309,0.67033,0.282603,cluster4
0.099099,0.329835,0.112565,0.725275,0.023039,cluster4
0.085586,0.339475,0.206806,0.456044,0.090385,cluster3
0.09009,0.22521,0.230366,0.744505,0.094904,cluster4
0.126126,0.239996,0.204188,0.552198,0.097987,cluster4
0.09009,0.254519,0.253927,0.629121,0.104034,cluster4
0.072072,0.292032,0.183246,0.604396,0.063485,cluster4
0.072072,0.315778,0.180628,0.629121,0,cluster4
0.081081,0.272877,0.159686,0.711538,0.012212,cluster4
0.094595,0.383754,0.060209,0.697802,0.036254,cluster3
0.09009,0.308963,0.146597,0.607143,0.041773,cluster4
0.112613,0.30239,0.164921,0.728022,0.185867,cluster4
0.045045,0.328641,0.128272,0.71978,0.03018,cluster4
0.099099,0.272343,0.123037,0.71978,0.07679,cluster4
0.076577,0.333476,0.138743,0.659341,0.030935,cluster4
0.099099,0.265489,0.17801,0.667582,0.129699,cluster4
0.081081,0.268994,0.159686,0.557692,0.017574,cluster4
0.072072,0.289381,0.162304,0.708791,0.01728,cluster4
0.063063,0.30008,0.15445,0.571429,0.070331,cluster3
0.081081,0.391152,0.073298,0.612637,0.082014,cluster3
